t_s,C2,C4
1.620000e-06,-3.183880e-01,-2.999827e-01
1.624000e-06,-1.371619e+00,-1.421559e+00
1.628000e-06,1.536785e+00,1.455767e+00
1.632000e-06,1.529810e-01,1.682710e-01
1.636000e-06,-1.604231e+00,-1.637120e+00
1.640000e-06,1.225800e+00,1.139750e+00
1.644000e-06,6.487463e-01,6.547993e-01
1.648000e-06,-1.712380e+00,-1.735574e+00
1.652000e-06,8.108211e-01,7.157083e-01
1.656000e-06,1.096862e+00,1.090732e+00
1.660000e-06,-1.637160e+00,-1.641205e+00
1.664000e-06,4.073237e-01,3.156391e-01
1.668000e-06,1.396835e+00,1.375909e+00
1.672000e-06,-1.508828e+00,-1.505606e+00
1.676000e-06,1.121625e-02,-7.986021e-02
1.680000e-06,1.579046e+00,1.549209e+00
1.684000e-06,-1.324408e+00,-1.308426e+00
1.688000e-06,-3.302873e-01,-4.145949e-01
1.692000e-06,1.707081e+00,1.664452e+00
1.696000e-06,-1.071791e+00,-1.054877e+00
1.700000e-06,-6.681237e-01,-7.459046e-01
1.704000e-06,1.746494e+00,1.691943e+00
1.708000e-06,-7.559240e-01,-7.347227e-01
1.712000e-06,-1.053752e+00,-1.117103e+00
1.716000e-06,1.713015e+00,1.642388e+00
1.720000e-06,-2.647037e-01,-2.473814e-01
1.724000e-06,-1.398169e+00,-1.446165e+00
1.728000e-06,1.490383e+00,1.408622e+00
1.732000e-06,2.180900e-01,2.286985e-01
1.736000e-06,-1.627526e+00,-1.665000e+00
1.740000e-06,1.197489e+00,1.104736e+00
1.744000e-06,7.040298e-01,7.071309e-01
1.748000e-06,-1.684557e+00,-1.706132e+00
1.752000e-06,8.282432e-01,7.367234e-01
1.756000e-06,1.030288e+00,1.029426e+00
1.760000e-06,-1.674647e+00,-1.679088e+00
1.764000e-06,4.511467e-01,3.611232e-01
1.768000e-06,1.370927e+00,1.352328e+00
1.772000e-06,-1.522118e+00,-1.521284e+00
1.776000e-06,3.992676e-03,-8.243527e-02
1.780000e-06,1.595887e+00,1.566096e+00
1.784000e-06,-1.291920e+00,-1.279698e+00
1.788000e-06,-4.158673e-01,-4.943191e-01
1.792000e-06,1.718003e+00,1.678463e+00
1.796000e-06,-1.005404e+00,-9.860352e-01
1.800000e-06,-7.370057e-01,-8.109550e-01
1.804000e-06,1.753766e+00,1.698745e+00
1.808000e-06,-7.175191e-01,-6.986076e-01
1.812000e-06,-1.030426e+00,-1.095030e+00
1.816000e-06,1.706957e+00,1.643659e+00
1.820000e-06,-3.798848e-01,-3.595466e-01
1.824000e-06,-1.291476e+00,-1.347861e+00
1.828000e-06,1.593245e+00,1.517284e+00
1.832000e-06,3.566558e-02,5.603784e-02
1.836000e-06,-1.541110e+00,-1.584143e+00
1.840000e-06,1.344532e+00,1.258633e+00
1.844000e-06,5.151347e-01,5.248373e-01
1.848000e-06,-1.677186e+00,-1.709908e+00
1.852000e-06,9.714485e-01,8.796842e-01
1.856000e-06,9.388747e-01,9.397383e-01
1.860000e-06,-1.683356e+00,-1.694708e+00
1.864000e-06,5.613434e-01,4.664748e-01
1.868000e-06,1.303393e+00,1.285056e+00
1.872000e-06,-1.569816e+00,-1.567676e+00
1.876000e-06,1.141083e-01,2.092254e-02
1.880000e-06,1.542989e+00,1.508681e+00
1.884000e-06,-1.358004e+00,-1.351429e+00
1.888000e-06,-3.127624e-01,-4.001317e-01
1.892000e-06,1.713486e+00,1.671398e+00
1.896000e-06,-1.033868e+00,-1.016212e+00
1.900000e-06,-7.892072e-01,-8.652699e-01
1.904000e-06,1.755944e+00,1.692953e+00
1.908000e-06,-5.666890e-01,-5.490791e-01
1.912000e-06,-1.190525e+00,-1.251758e+00
1.916000e-06,1.638911e+00,1.568716e+00
1.920000e-06,-1.072887e-01,-8.432536e-02
1.924000e-06,-1.458283e+00,-1.508429e+00
1.928000e-06,1.450006e+00,1.368116e+00
1.932000e-06,3.245289e-01,3.436056e-01
1.936000e-06,-1.606341e+00,-1.641681e+00
1.940000e-06,1.179697e+00,1.090844e+00
1.944000e-06,6.741695e-01,6.840841e-01
1.948000e-06,-1.697375e+00,-1.717286e+00
1.952000e-06,8.574234e-01,7.656767e-01
1.956000e-06,1.051488e+00,1.048087e+00
1.960000e-06,-1.666843e+00,-1.675727e+00
1.964000e-06,4.432350e-01,3.506080e-01
1.968000e-06,1.354677e+00,1.334030e+00
1.972000e-06,-1.529086e+00,-1.530797e+00
1.976000e-06,-3.012152e-03,-9.423891e-02
1.980000e-06,1.607613e+00,1.572625e+00
1.984000e-06,-1.250704e+00,-1.236545e+00
1.988000e-06,-4.829085e-01,-5.628657e-01
1.992000e-06,1.733113e+00,1.681789e+00
1.996000e-06,-8.740117e-01,-8.552130e-01
2.000000e-06,-9.523883e-01,-1.024360e+00
2.004000e-06,1.735301e+00,1.668577e+00
2.008000e-06,-4.146295e-01,-3.930126e-01
2.012000e-06,-1.282597e+00,-1.336273e+00
2.016000e-06,1.592580e+00,1.521058e+00
2.020000e-06,-7.090951e-02,-5.285529e-02
2.024000e-06,-1.477066e+00,-1.523983e+00
2.028000e-06,1.438636e+00,1.357814e+00
2.032000e-06,2.491663e-01,2.668542e-01
2.036000e-06,-1.602723e+00,-1.638423e+00
2.040000e-06,1.240095e+00,1.151648e+00
2.044000e-06,6.184087e-01,6.285739e-01
2.048000e-06,-1.670608e+00,-1.696758e+00
2.052000e-06,9.480525e-01,8.558134e-01
2.056000e-06,9.624504e-01,9.602848e-01
2.060000e-06,-1.683223e+00,-1.696758e+00
2.064000e-06,5.889275e-01,5.032478e-01
2.068000e-06,1.240901e+00,1.234799e+00
2.072000e-06,-1.599196e+00,-1.605199e+00
2.076000e-06,2.207106e-01,1.262378e-01
2.080000e-06,1.484095e+00,1.465471e+00
2.084000e-06,-1.432139e+00,-1.420709e+00
2.088000e-06,-2.270904e-01,-3.128176e-01
2.092000e-06,1.679707e+00,1.642550e+00
2.096000e-06,-1.102455e+00,-1.086960e+00
2.100000e-06,-6.447161e-01,-7.218963e-01
2.104000e-06,1.747587e+00,1.695919e+00
2.108000e-06,-7.564114e-01,-7.374322e-01
2.112000e-06,-1.041777e+00,-1.111038e+00
2.116000e-06,1.700985e+00,1.637331e+00
2.120000e-06,-3.368915e-01,-3.164838e-01
2.124000e-06,-1.332043e+00,-1.387718e+00
2.128000e-06,1.557482e+00,1.481002e+00
2.132000e-06,1.147910e-01,1.283952e-01
2.136000e-06,-1.588773e+00,-1.626334e+00
2.140000e-06,1.259171e+00,1.173094e+00
2.144000e-06,6.187002e-01,6.209933e-01
2.148000e-06,-1.677904e+00,-1.705139e+00
2.152000e-06,8.772409e-01,7.841679e-01
2.156000e-06,1.049973e+00,1.046100e+00
2.160000e-06,-1.660386e+00,-1.669801e+00
2.164000e-06,4.512245e-01,3.605884e-01
2.168000e-06,1.350554e+00,1.335263e+00
2.172000e-06,-1.538670e+00,-1.537935e+00
2.176000e-06,8.926637e-02,-4.554145e-04
2.180000e-06,1.568698e+00,1.542951e+00
2.184000e-06,-1.361440e+00,-1.349724e+00
2.188000e-06,-2.961050e-01,-3.810810e-01
2.192000e-06,1.671938e+00,1.632466e+00
2.196000e-06,-1.116917e+00,-1.102578e+00
2.200000e-06,-6.664840e-01,-7.447389e-01
2.204000e-06,1.741795e+00,1.688663e+00
2.208000e-06,-7.445525e-01,-7.234124e-01
2.212000e-06,-1.050768e+00,-1.116400e+00
2.216000e-06,1.710043e+00,1.637434e+00
2.220000e-06,-2.642354e-01,-2.420583e-01
2.224000e-06,-1.400932e+00,-1.448949e+00
2.228000e-06,1.497757e+00,1.416999e+00
2.232000e-06,1.986879e-01,2.164806e-01
